951
0.908148	0.0472496	
1.02574	0.147672	
0.967676	0.0160423	
1.00475	0.180435	
0.993783	0.057143	
1.02037	0.0899575	
1.12487	0.210939	
0.928447	0.0666027	
0.997058	0.0749033	
1.03897	0.159245	
0.910559	0.0195509	
0.997095	0.162426	
0.931972	-0.00411792	
0.93309	0.113665	
0.99807	0.0644886	
0.960838	0.0144017	
0.994043	0.19206	
0.995392	0.174692	
0.885115	0.0597672	
0.981395	0.072758	
0.921448	0.208122	
0.954518	0.13113	
0.935879	0.015528	
0.931146	0.0146518	
0.930536	0.126575	
1.02198	0.125657	
0.925434	0.115112	
0.914237	0.182451	
0.901445	0.139468	
0.985864	0.0736666	
0.908645	0.0733658	
0.943448	0.124826	
1.07967	0.257282	
0.91527	0.144232	
1.04554	0.224828	
0.906593	0.0469771	
0.922835	0.158423	
1.09806	0.208687	
1.04153	0.275832	
1.05679	0.181481	
0.923356	0.0614207	
0.905188	0.0937801	
0.968599	0.130163	
0.970829	0.168943	
0.994981	0.192526	
0.966606	0.221945	
1.05027	0.175727	
0.965768	0.162472	
0.982966	0.187799	
0.953764	0.329196	
1.0385	0.278697	
1.14408	0.219721	
0.92634	0.102216	
0.984142	0.196426	
0.935831	0.141763	
0.881274	0.145979	
0.958571	0.106057	
0.971928	0.218051	
0.966874	0.246155	
0.896443	0.346865	
1.01262	0.0530187	
1.02754	0.204334	
0.963562	0.261899	
1.04557	0.30233	
1.00226	0.230906	
1.06936	0.345465	
1.02183	0.270779	
0.948386	0.413591	
0.954087	0.32848	
1.01715	0.172726	
0.971929	0.308774	
0.938057	0.297999	
1.01367	0.378692	
1.04977	0.274173	
0.903826	0.226114	
1.00846	0.246566	
0.962201	0.316293	
0.944278	0.223898	
0.949347	0.311685	
0.883947	0.191697	
0.955123	0.393744	
0.975064	0.318008	
0.863987	0.355942	
1.05906	0.220099	
1.10079	0.35698	
1.02531	0.231572	
0.93176	0.239776	
0.855507	0.381731	
0.915503	0.314519	
0.971116	0.327214	
0.974786	0.362017	
0.96727	0.378212	
1.01522	0.306027	
0.972118	0.35674	
0.922336	0.319308	
1.04367	0.279691	
0.935744	0.355588	
0.94973	0.248567	
0.933686	0.287137	
0.851186	0.309864	
0.979138	0.210332	
0.96507	0.346995	
0.924462	0.332385	
1.02715	0.443018	
0.867459	0.265525	
0.999332	0.486127	
0.968519	0.471834	
0.880887	0.339506	
1.03301	0.22193	
1.05758	0.358476	
0.792682	0.427358	
0.904834	0.320054	
0.892312	0.33919	
0.934048	0.423835	
0.830256	0.389274	
1.0141	0.398238	
0.912493	0.497554	
0.998981	0.406761	
0.864768	0.386539	
0.900184	0.336325	
0.892021	0.554047	
0.854883	0.392393	
0.914654	0.429226	
0.986868	0.316981	
0.890488	0.569009	
0.907149	0.422996	
0.890209	0.425886	
0.779611	0.439384	
0.886207	0.394327	
0.776205	0.415953	
0.834818	0.43569	
0.814943	0.495223	
0.935969	0.348468	
0.921144	0.454523	
0.907544	0.501312	
0.847204	0.552811	
0.803696	0.453599	
0.946601	0.420655	
0.914749	0.451483	
0.886494	0.423128	
0.8068	0.441046	
0.803349	0.637967	
0.93565	0.335031	
1.04357	0.451753	
0.90324	0.354375	
0.840142	0.47824	
0.912785	0.459933	
0.807896	0.538564	
0.773474	0.45456	
0.981905	0.513939	
0.9509	0.438113	
0.966739	0.534364	
0.754902	0.615332	
0.837709	0.404388	
0.815153	0.576635	
0.903906	0.421878	
0.8849	0.525889	
0.762275	0.416604	
0.716951	0.391249	
0.825792	0.520854	
0.79395	0.448852	
0.884322	0.556414	
0.991999	0.520122	
0.857474	0.399345	
0.798071	0.570505	
0.834474	0.497742	
0.84643	0.45239	
0.746533	0.570732	
0.800148	0.515402	
0.847654	0.463498	
0.820299	0.551643	
0.901823	0.546	
0.822297	0.566645	
0.729021	0.623198	
0.755605	0.520306	
0.826887	0.454272	
0.90954	0.473857	
0.840257	0.614507	
0.830581	0.543141	
0.819702	0.497146	
0.83031	0.570283	
0.797148	0.679926	
0.901981	0.511862	
0.8124	0.578431	
0.799136	0.573013	
0.71839	0.433562	
0.756458	0.616225	
0.858432	0.681943	
0.910625	0.54294	
0.889434	0.712297	
0.848233	0.670102	
0.777173	0.617596	
0.802684	0.5523	
0.875958	0.717227	
0.805628	0.59177	
0.73695	0.56532	
0.896971	0.664516	
0.853677	0.714795	
0.794014	0.533449	
0.816825	0.730369	
0.75105	0.616828	
0.738599	0.613051	
0.766872	0.622805	
0.751907	0.680711	
0.802047	0.593314	
0.734086	0.711632	
0.897872	0.593379	
0.77304	0.660023	
0.65325	0.694808	
0.793273	0.642108	
0.848092	0.718602	
0.798738	0.693348	
0.806804	0.715577	
0.693715	0.585463	
0.699299	0.867413	
0.660162	0.755223	
